id,user,buries,kickouts,sum,ratio,dist,,,
6402,arka22,9,118,127,0.0708661417,1.8256046439,,,
943,mk89,109,1429,1538,0.0708712614,1.8256080912,,,
4189,michal_880308,19,249,268,0.0708955224,1.8256244136,,,
4197,krajew4,19,249,268,0.0708955224,1.8256244136,,,
3996,grizz,20,262,282,0.0709219858,1.825642192,,,
6026,monku,10,131,141,0.0709219858,1.825642192,,,
5742,mamaks,11,144,155,0.0709677419,1.8256728684,,,
640,kupczak,155,2028,2183,0.0710032066,1.82569659,,,
3159,mariecziek,28,366,394,0.0710659898,1.8257384665,,,
2933,cebix,31,405,436,0.0711009174,1.825761698,,,
1275,Dontrek,81,1058,1139,0.0711150132,1.8257710603,,,
982,gordi7,104,1358,1462,0.0711354309,1.8257846082,,,
1027,keNzi,100,1305,1405,0.0711743772,1.8258104063,,,
4008,jestem_emo,20,261,281,0.0711743772,1.8258104063,,,
3543,chelmik,24,313,337,0.0712166172,1.8258383205,,,
1608,zarcel,64,832,896,0.0714285714,1.8259773599,,,
1912,odislaw,53,689,742,0.0714285714,1.8259773599,,,
3718,s12345,23,299,322,0.0714285714,1.8259773599,,,
5501,Piotek243,12,156,168,0.0714285714,1.8259773599,,,
6256,SmoQ75,9,117,126,0.0714285714,1.8259773599,,,
6502,robson7,9,117,126,0.0714285714,1.8259773599,,,
6894,cayenne,8,104,112,0.0714285714,1.8259773599,,,
7623,piotrus135,6,78,84,0.0714285714,1.8259773599,,,
8026,macioszym,6,78,84,0.0714285714,1.8259773599,,,
8462,bartus455,5,65,70,0.0714285714,1.8259773599,,,
9082,Loren,4,52,56,0.0714285714,1.8259773599,,,
9243,onatalkao,4,52,56,0.0714285714,1.8259773599,,,
9448,knysha,4,52,56,0.0714285714,1.8259773599,,,
9679,jerycha,4,52,56,0.0714285714,1.8259773599,,,
9932,Wykop_Mnie,3,39,42,0.0714285714,1.8259773599,,,
10019,philips_pl,3,39,42,0.0714285714,1.8259773599,,,
10126,Dominik33,3,39,42,0.0714285714,1.8259773599,,,
10385,grreg,3,39,42,0.0714285714,1.8259773599,,,
10467,Eireen,3,39,42,0.0714285714,1.8259773599,,,
10669,julkoska,3,39,42,0.0714285714,1.8259773599,,,
10860,majes0,3,39,42,0.0714285714,1.8259773599,,,
10886,Czarnymacius,3,39,42,0.0714285714,1.8259773599,,,
11018,Nubosabuk,3,39,42,0.0714285714,1.8259773599,,,
11129,ulkaaa,2,26,28,0.0714285714,1.8259773599,,,
11133,rorio,2,26,28,0.0714285714,1.8259773599,,,
11185,gborowiecki,2,26,28,0.0714285714,1.8259773599,,,
11194,ayeo,2,26,28,0.0714285714,1.8259773599,,,
11404,Ronnie,2,26,28,0.0714285714,1.8259773599,,,
11570,krysti4nek,2,26,28,0.0714285714,1.8259773599,,,
11665,rakka88,2,26,28,0.0714285714,1.8259773599,,,
11722,czerel,2,26,28,0.0714285714,1.8259773599,,,
11728,emuribas,2,26,28,0.0714285714,1.8259773599,,,
11969,cebulazgadula,2,26,28,0.0714285714,1.8259773599,,,
12035,Juzef,2,26,28,0.0714285714,1.8259773599,,,
12130,aknochaco,2,26,28,0.0714285714,1.8259773599,,,
12173,Rovdyr,2,26,28,0.0714285714,1.8259773599,,,
12257,feliksor,2,26,28,0.0714285714,1.8259773599,,,
12312,Piter128,2,26,28,0.0714285714,1.8259773599,,,
12621,carpediem88,2,26,28,0.0714285714,1.8259773599,,,
12762,zxz,2,26,28,0.0714285714,1.8259773599,,,
12987,eventolog,2,26,28,0.0714285714,1.8259773599,,,
13034,prezes123,2,26,28,0.0714285714,1.8259773599,,,
13260,Mimfor,1,13,14,0.0714285714,1.8259773599,,,
13281,uriel_ck,1,13,14,0.0714285714,1.8259773599,,,
13514,kobeus,1,13,14,0.0714285714,1.8259773599,,,
13551,24xls,1,13,14,0.0714285714,1.8259773599,,,
13690,limbiczny,1,13,14,0.0714285714,1.8259773599,,,
13691,Firrrki,1,13,14,0.0714285714,1.8259773599,,,
13746,public,1,13,14,0.0714285714,1.8259773599,,,
13803,gim-,1,13,14,0.0714285714,1.8259773599,,,
13822,Umrzyj,1,13,14,0.0714285714,1.8259773599,,,
13940,cabal512,1,13,14,0.0714285714,1.8259773599,,,
13983,Lysy_z_Oporowa,1,13,14,0.0714285714,1.8259773599,,,
14242,Mathlew,1,13,14,0.0714285714,1.8259773599,,,
14245,kasiaplach,1,13,14,0.0714285714,1.8259773599,,,
14329,mati1981,1,13,14,0.0714285714,1.8259773599,,,
14372,Sceptyczka,1,13,14,0.0714285714,1.8259773599,,,
14465,majorponury,1,13,14,0.0714285714,1.8259773599,,,
14638,tobas,1,13,14,0.0714285714,1.8259773599,,,
14963,mieszkaniowy,1,13,14,0.0714285714,1.8259773599,,,
14964,m3rc,1,13,14,0.0714285714,1.8259773599,,,
15007,remik,1,13,14,0.0714285714,1.8259773599,,,
15132,yasieck,1,13,14,0.0714285714,1.8259773599,,,
15148,limonejd,1,13,14,0.0714285714,1.8259773599,,,
15214,Spons2,1,13,14,0.0714285714,1.8259773599,,,
15226,exuprad,1,13,14,0.0714285714,1.8259773599,,,
15265,xenage,1,13,14,0.0714285714,1.8259773599,,,
15442,KWP,1,13,14,0.0714285714,1.8259773599,,,
15457,_mlody_,1,13,14,0.0714285714,1.8259773599,,,
15465,eksplorator,1,13,14,0.0714285714,1.8259773599,,,
15581,marekrz,1,13,14,0.0714285714,1.8259773599,,,
15747,mrs,1,13,14,0.0714285714,1.8259773599,,,
15839,watrix,1,13,14,0.0714285714,1.8259773599,,,
15867,emacio,1,13,14,0.0714285714,1.8259773599,,,
15952,magnetic,1,13,14,0.0714285714,1.8259773599,,,
16079,ArbuzyTwojejStarej,1,13,14,0.0714285714,1.8259773599,,,
16179,ninian,1,13,14,0.0714285714,1.8259773599,,,
16290,vilku,1,13,14,0.0714285714,1.8259773599,,,
16317,ulth,1,13,14,0.0714285714,1.8259773599,,,
16327,Aron_Szechter,1,13,14,0.0714285714,1.8259773599,,,
16404,makoos,1,13,14,0.0714285714,1.8259773599,,,
16481,TImiko4,1,13,14,0.0714285714,1.8259773599,,,
16637,Enjama,1,13,14,0.0714285714,1.8259773599,,,
16715,tytusgit,1,13,14,0.0714285714,1.8259773599,,,
16791,gargeliach,1,13,14,0.0714285714,1.8259773599,,,
16900,biafra,1,13,14,0.0714285714,1.8259773599,,,
16924,megg144,1,13,14,0.0714285714,1.8259773599,,,
16940,Devasto,1,13,14,0.0714285714,1.8259773599,,,
16966,NeC,1,13,14,0.0714285714,1.8259773599,,,
17176,matixxxradom,1,13,14,0.0714285714,1.8259773599,,,
17205,bobok,1,13,14,0.0714285714,1.8259773599,,,
17249,Losu,1,13,14,0.0714285714,1.8259773599,,,
17252,kolden,1,13,14,0.0714285714,1.8259773599,,,
17474,voodooman,1,13,14,0.0714285714,1.8259773599,,,
17649,klaymen,1,13,14,0.0714285714,1.8259773599,,,
17673,Rexomega,1,13,14,0.0714285714,1.8259773599,,,
17848,AndrzejZdW,1,13,14,0.0714285714,1.8259773599,,,
17857,dokturpotfur,1,13,14,0.0714285714,1.8259773599,,,
17891,alanos,1,13,14,0.0714285714,1.8259773599,,,
18245,Malinn,1,13,14,0.0714285714,1.8259773599,,,
18262,Also,1,13,14,0.0714285714,1.8259773599,,,
18297,_Styku,1,13,14,0.0714285714,1.8259773599,,,
18359,irving,1,13,14,0.0714285714,1.8259773599,,,
18482,UncleJohnny,1,13,14,0.0714285714,1.8259773599,,,
18521,Novalis,1,13,14,0.0714285714,1.8259773599,,,
18601,jamiko,1,13,14,0.0714285714,1.8259773599,,,
18717,Ashwalker,1,13,14,0.0714285714,1.8259773599,,,
18726,narcyzz,1,13,14,0.0714285714,1.8259773599,,,
18776,Akszlip,1,13,14,0.0714285714,1.8259773599,,,
18823,emfiteuza,1,13,14,0.0714285714,1.8259773599,,,
18858,dawajnerke,1,13,14,0.0714285714,1.8259773599,,,
18885,ziggy_,1,13,14,0.0714285714,1.8259773599,,,
18926,dongurko,1,13,14,0.0714285714,1.8259773599,,,
1363,Gracek,75,973,1048,0.0715648855,1.8260658722,,,
2149,waluga,46,595,641,0.0717628705,1.8261931631,,,
4787,Miko85,15,194,209,0.0717703349,1.8261979329,,,
4862,dantes,15,194,209,0.0717703349,1.8261979329,,,
5011,fahrbot,14,181,195,0.0717948718,1.8262135969,,,
3241,migawka,27,349,376,0.0718085106,1.8262222939,,,
5383,Dare,12,155,167,0.0718562874,1.826252703,,,
6407,Tramwajarz,9,116,125,0.072,1.8263436471,,,
6574,Eloy,9,116,125,0.072,1.8263436471,,,
6600,Uthilius,9,116,125,0.072,1.8263436471,,,
3470,kobayashi,25,322,347,0.0720461095,1.8263726585,,,
6619,bajer,8,103,111,0.0720720721,1.826388958,,,
6838,pecosiak,8,103,111,0.0720720721,1.826388958,,,
6890,AganesuChan,8,103,111,0.0720720721,1.826388958,,,
7081,whizzo,7,90,97,0.0721649485,1.8264470552,,,
7216,bbr555,7,90,97,0.0721649485,1.8264470552,,,
7265,irecky,7,90,97,0.0721649485,1.8264470552,,,
282,nimda,305,3921,4226,0.0721722669,1.8264516191,,,
439,retsef,210,2699,2909,0.0721897559,1.8264625172,,,
7498,nickED,6,77,83,0.0722891566,1.8265242354,,,
7548,biotronic,6,77,83,0.0722891566,1.8265242354,,,
7588,renminbi,6,77,83,0.0722891566,1.8265242354,,,
7714,dzorban,6,77,83,0.0722891566,1.8265242354,,,
7850,tym11,6,77,83,0.0722891566,1.8265242354,,,
7898,CosmOs,6,77,83,0.0722891566,1.8265242354,,,
7901,Lancig,6,77,83,0.0722891566,1.8265242354,,,
7918,obsikany_rekin,6,77,83,0.0722891566,1.8265242354,,,
8053,mactrix,6,77,83,0.0722891566,1.8265242354,,,
4013,ziomal_126,20,256,276,0.0724637681,1.8266317361,,,
5932,leshniak,10,128,138,0.0724637681,1.8266317361,,,
8207,garry_,5,64,69,0.0724637681,1.8266317361,,,
8299,paniczklos,5,64,69,0.0724637681,1.8266317361,,,
8781,checiol,5,64,69,0.0724637681,1.8266317361,,,
2135,antros,47,601,648,0.0725308642,1.8266727338,,,
6388,lukazh,9,115,124,0.0725806452,1.82670304,,,
6521,kurolek,9,115,124,0.0725806452,1.82670304,,,
4474,patusia,17,217,234,0.0726495726,1.8267448457,,,
6656,alik,8,102,110,0.0727272727,1.8267917541,,,
6863,Aktualiren,8,102,110,0.0727272727,1.8267917541,,,
8854,eXXy,4,51,55,0.0727272727,1.8267917541,,,
9188,Recydyw,4,51,55,0.0727272727,1.8267917541,,,
9230,thinx,4,51,55,0.0727272727,1.8267917541,,,
9312,t4z0,4,51,55,0.0727272727,1.8267917541,,,
9322,netzwerk69,4,51,55,0.0727272727,1.8267917541,,,
9501,Wykopczan,4,51,55,0.0727272727,1.8267917541,,,
9607,mrkobel,4,51,55,0.0727272727,1.8267917541,,,
9663,Elaviart,4,51,55,0.0727272727,1.8267917541,,,
9692,dEVJE,4,51,55,0.0727272727,1.8267917541,,,
1777,aluszkaa,57,726,783,0.0727969349,1.8268336132,,,
4786,mollari,15,191,206,0.072815534,1.8268447577,,,
1384,pawel_dom,74,942,1016,0.0728346457,1.8268561956,,,
661,conel,149,1896,2045,0.0728606357,1.8268717275,,,
3936,GoDsMACk,21,267,288,0.0729166667,1.8269051242,,,
712,kosmita,141,1792,1933,0.072943611,1.8269211413,,,
5909,AnKeL,10,127,137,0.0729927007,1.8269502512,,,
3391,rudy666,26,330,356,0.0730337079,1.8269744974,,,
3453,tajemnica,25,317,342,0.0730994152,1.8270132137,,,
3138,blajo,28,355,383,0.0731070496,1.8270177014,,,
2411,Zieluniu,40,507,547,0.0731261426,1.8270289148,,,
3884,RunMan,21,266,287,0.0731707317,1.8270550479,,,
4839,kamil_snk,15,190,205,0.0731707317,1.8270550479,,,
6449,rowannet,9,114,123,0.0731707317,1.8270550479,,,
6545,Beeslip,9,114,123,0.0731707317,1.8270550479,,,
7612,SiLenTus,6,76,82,0.0731707317,1.8270550479,,,
7631,maxdyner,6,76,82,0.0731707317,1.8270550479,,,
9853,gober,3,38,41,0.0731707317,1.8270550479,,,
9906,smbear,3,38,41,0.0731707317,1.8270550479,,,
10217,Miszel,3,38,41,0.0731707317,1.8270550479,,,
10387,lastof,3,38,41,0.0731707317,1.8270550479,,,
10404,Prochu,3,38,41,0.0731707317,1.8270550479,,,
10421,adeinwan,3,38,41,0.0731707317,1.8270550479,,,
10531,1majkel1,3,38,41,0.0731707317,1.8270550479,,,
10609,poboomster,3,38,41,0.0731707317,1.8270550479,,,
10628,Harsh,3,38,41,0.0731707317,1.8270550479,,,
10668,Azazzello,3,38,41,0.0731707317,1.8270550479,,,
10733,denaturatpl,3,38,41,0.0731707317,1.8270550479,,,
11022,grzeziek,3,38,41,0.0731707317,1.8270550479,,,
1574,maciekt,65,823,888,0.0731981982,1.8270711077,,,
3631,pogo,23,291,314,0.0732484076,1.8271003907,,,
5138,Ice_Glaze,14,177,191,0.0732984293,1.8271294681,,,
1196,jacekkr,86,1087,1173,0.073316283,1.8271398232,,,
5599,EuGene,11,139,150,0.0733333333,1.8271497009,,,
4604,barTTuss,16,202,218,0.0733944954,1.8271850421,,,
7000,Pita,8,101,109,0.0733944954,1.8271850421,,,
2106,iwan59,47,593,640,0.0734375,1.8272098056,,,
1327,ibanezbass,78,984,1062,0.0734463277,1.8272148801,,,
5300,oMir,13,164,177,0.0734463277,1.8272148801,,,
4779,kris2,15,189,204,0.0735294118,1.8272624937,,,
6094,Gryzon,10,126,136,0.0735294118,1.8272624937,,,
8189,Thomas_Trip,5,63,68,0.0735294118,1.8272624937,,,
8404,zelazna_kurtyna,5,63,68,0.0735294118,1.8272624937,,,
8425,memfis,5,63,68,0.0735294118,1.8272624937,,,
8607,Sroka,5,63,68,0.0735294118,1.8272624937,,,
8739,Lady_in_red,5,63,68,0.0735294118,1.8272624937,,,
1279,SogiB,81,1020,1101,0.0735694823,1.8272853626,,,
1782,Fall,57,717,774,0.0736434109,1.8273273933,,,
7212,csh,7,88,95,0.0736842105,1.8273504995,,,
1696,BlackWolf,60,754,814,0.0737100737,1.8273651136,,,
2994,after_design,30,377,407,0.0737100737,1.8273651136,,,
4610,baby-face,16,201,217,0.0737327189,1.8273778883,,,
5307,Tolbr,13,163,176,0.0738636364,1.8274513567,,,
3636,SmugglerFan,23,288,311,0.0739549839,1.82750223,,,
3009,virus-t,30,375,405,0.0740740741,1.827568073,,,
3819,abakus,22,275,297,0.0740740741,1.827568073,,,
4275,jakecz,18,225,243,0.0740740741,1.827568073,,,
7635,kwapa,6,75,81,0.0740740741,1.827568073,,,
7784,tomaso,6,75,81,0.0740740741,1.827568073,,,
7882,kunozaur,6,75,81,0.0740740741,1.827568073,,,
7981,tooommeeek,6,75,81,0.0740740741,1.827568073,,,
8861,hoRacy,4,50,54,0.0740740741,1.827568073,,,
8863,Balon,4,50,54,0.0740740741,1.827568073,,,
8878,leafnode,4,50,54,0.0740740741,1.827568073,,,
9345,Bynio,4,50,54,0.0740740741,1.827568073,,,
9433,haze,4,50,54,0.0740740741,1.827568073,,,
11173,Groosik,2,25,27,0.0740740741,1.827568073,,,
11269,01neuro,2,25,27,0.0740740741,1.827568073,,,
11415,allegro_smierdzi,2,25,27,0.0740740741,1.827568073,,,
11539,kajs,2,25,27,0.0740740741,1.827568073,,,
11622,sarek,2,25,27,0.0740740741,1.827568073,,,
11785,muuss,2,25,27,0.0740740741,1.827568073,,,
11812,arashi,2,25,27,0.0740740741,1.827568073,,,
11871,tecjusz,2,25,27,0.0740740741,1.827568073,,,
11890,rifel,2,25,27,0.0740740741,1.827568073,,,
11945,uqulel2000,2,25,27,0.0740740741,1.827568073,,,
11991,tomasens,2,25,27,0.0740740741,1.827568073,,,
12048,choody,2,25,27,0.0740740741,1.827568073,,,
12072,Rzast,2,25,27,0.0740740741,1.827568073,,,
12217,lukasz728,2,25,27,0.0740740741,1.827568073,,,
12419,Sylos,2,25,27,0.0740740741,1.827568073,,,
12638,Myszencja,2,25,27,0.0740740741,1.827568073,,,
12743,Julka91,2,25,27,0.0740740741,1.827568073,,,
12893,ayo,2,25,27,0.0740740741,1.827568073,,,
12894,teksanski,2,25,27,0.0740740741,1.827568073,,,
13007,droslaw,2,25,27,0.0740740741,1.827568073,,,
13100,IronMaidenMen,2,25,27,0.0740740741,1.827568073,,,
13136,gluckvogel,2,25,27,0.0740740741,1.827568073,,,
3274,dumbas,27,337,364,0.0741758242,1.8276238982,,,
5266,Decha,13,162,175,0.0742857143,1.8276837433,,,
5799,Bbeata131,11,137,148,0.0743243243,1.82770466,,,
2941,traffix,31,386,417,0.0743405276,1.827713421,,,
3272,arturp84,27,336,363,0.0743801653,1.8277348103,,,
4309,tonzlero,18,224,242,0.0743801653,1.8277348103,,,
3666,273331,23,286,309,0.074433657,1.8277635799,,,
2689,strahozord,35,435,470,0.0744680851,1.8277820385,,,
7249,pytion,7,87,94,0.0744680851,1.8277820385,,,
5471,Dzordz,12,149,161,0.0745341615,1.8278173377,,,
4513,acetone,17,211,228,0.0745614035,1.8278318422,,,
2122,arhibald,47,583,630,0.0746031746,1.827854027,,,
8103,artuditu,5,62,67,0.0746268657,1.8278665797,,,
8110,rhia,5,62,67,0.0746268657,1.8278665797,,,
8318,borys8,5,62,67,0.0746268657,1.8278665797,,,
8539,burza_wroc,5,62,67,0.0746268657,1.8278665797,,,
8698,Ksk,5,62,67,0.0746268657,1.8278665797,,,
6620,macie3k,8,99,107,0.0747663551,1.8279400514,,,
2758,Vroobelek,33,408,441,0.074829932,1.8279732907,,,
2827,Piecu,33,408,441,0.074829932,1.8279732907,,,
5719,trip,11,136,147,0.074829932,1.8279732907,,,
5841,piotrsbk,11,136,147,0.074829932,1.8279732907,,,
883,Mahq,116,1433,1549,0.0748870239,1.8280030074,,,
3331,vegat,26,321,347,0.0749279539,1.8280242347,,,
1234,szukajek,84,1037,1121,0.0749330955,1.8280268967,,,
3014,herrradek,30,370,400,0.075,1.8280614435,,,
5482,zenszen,12,148,160,0.075,1.8280614435,,,
6542,mroczna,9,111,120,0.075,1.8280614435,,,
6589,qziuta,9,111,120,0.075,1.8280614435,,,
8033,the_cube,6,74,80,0.075,1.8280614435,,,
9775,Trismus,3,37,40,0.075,1.8280614435,,,
10092,Leviathan,3,37,40,0.075,1.8280614435,,,
10227,enyemo,3,37,40,0.075,1.8280614435,,,
10370,jabadaba,3,37,40,0.075,1.8280614435,,,
10502,onlinek,3,37,40,0.075,1.8280614435,,,
10644,Cierro,3,37,40,0.075,1.8280614435,,,
10986,karramba,3,37,40,0.075,1.8280614435,,,
4208,BdJoe,19,234,253,0.0750988142,1.8281121528,,,
3148,offca,28,344,372,0.0752688172,1.8281985174,,,
7043,Naruu,7,86,93,0.0752688172,1.8281985174,,,
7184,Tanner,7,86,93,0.0752688172,1.8281985174,,,
5850,muuzyk,11,135,146,0.0753424658,1.8282355877,,,
3681,gabor22,23,282,305,0.0754098361,1.8282693156,,,
3290,yazhubal,27,331,358,0.0754189944,1.8282738871,,,
2456,wykopowe_kimono,39,478,517,0.0754352031,1.82828197,,,
8832,vlr-,4,49,53,0.0754716981,1.8283001324,,,
8872,twoj_stary,4,49,53,0.0754716981,1.8283001324,,,
9073,serafin_,4,49,53,0.0754716981,1.8283001324,,,
9174,miksssss,4,49,53,0.0754716981,1.8283001324,,,
9364,vojcio,4,49,53,0.0754716981,1.8283001324,,,
9420,morswin28,4,49,53,0.0754716981,1.8283001324,,,
9507,wyvern1,4,49,53,0.0754716981,1.8283001324,,,
9528,Gozd3k,4,49,53,0.0754716981,1.8283001324,,,
9599,Rayan98,4,49,53,0.0754716981,1.8283001324,,,
9722,srv40,4,49,53,0.0754716981,1.8283001324,,,
3944,lordMATHIAS,21,257,278,0.0755395683,1.8283337731,,,
4497,Soker,17,208,225,0.0755555556,1.8283416716,,,
4954,fruu,14,171,185,0.0756756757,1.8284007032,,,
4205,syn_szklarza,19,232,251,0.0756972112,1.828411228,,,
781,El_Rafael,129,1574,1703,0.0757486788,1.8284363091,,,
4876,maryna,15,183,198,0.0757575758,1.8284406344,,,
6198,kiwacz,10,122,132,0.0757575758,1.8284406344,,,
8147,mikulski,5,61,66,0.0757575758,1.8284406344,,,
8429,Aragon,5,61,66,0.0757575758,1.8284406344,,,
8493,jegopiekielnawysokosc,5,61,66,0.0757575758,1.8284406344,,,
1184,HermeZ,87,1061,1148,0.0757839721,1.8284534493,,,
1779,dar00,57,695,752,0.0757978723,1.8284601868,,,
5716,gieroy,11,134,145,0.075862069,1.828491207,,,
370,pepies,244,2970,3214,0.0759178594,1.8285180367,,,
7575,bursztynek,6,73,79,0.0759493671,1.828533136,,,
7739,MTBzg,6,73,79,0.0759493671,1.828533136,,,
2328,big_os,42,510,552,0.0760869565,1.8285986254,,,
2642,dawid69,35,425,460,0.0760869565,1.8285986254,,,
7077,Bamboocha,7,85,92,0.0760869565,1.8285986254,,,
7270,Second,7,85,92,0.0760869565,1.8285986254,,,
4616,Suchy366,16,194,210,0.0761904762,1.8286474189,,,
6823,TheFarSideOfTheForce,8,97,105,0.0761904762,1.8286474189,,,
6965,rafmat1,8,97,105,0.0761904762,1.8286474189,,,
954,wron3k,108,1309,1417,0.0762173606,1.8286600234,,,
6253,gromek,9,109,118,0.0762711864,1.8286851757,,,
6396,tata09,9,109,118,0.0762711864,1.8286851757,,,
3179,duran,28,339,367,0.0762942779,1.828695932,,,
3772,czarna_80,22,266,288,0.0763888889,1.828739789,,,
5808,aligatorali,11,133,144,0.0763888889,1.828739789,,,
1128,hodak,92,1112,1204,0.0764119601,1.8287504315,,,
2612,Naglfar,36,435,471,0.076433121,1.8287601748,,,
5353,king_qba,13,157,170,0.0764705882,1.828777384,,,
4851,lukaszchm,15,181,196,0.0765306122,1.8288048414,,,
4936,mgt,15,181,196,0.0765306122,1.8288048414,,,
4199,favago,19,229,248,0.0766129032,1.8288422596,,,
3900,Rage,21,253,274,0.0766423358,1.8288555796,,,
3955,freeaq,21,253,274,0.0766423358,1.8288555796,,,
2217,dziki,44,530,574,0.0766550523,1.8288613242,,,
3513,Nikki_,24,289,313,0.0766773163,1.828871367,,,
3598,sprytek,24,289,313,0.0766773163,1.828871367,,,
1048,ughost,98,1179,1277,0.0767423649,1.8289005998,,,
1326,chichocik,78,937,1015,0.0768472906,1.8289474105,,,
1438,zzaless,72,864,936,0.0769230769,1.8289809579,,,
2204,hexelline,45,540,585,0.0769230769,1.8289809579,,,
3983,qrii,21,252,273,0.0769230769,1.8289809579,,,
4237,braknicka,19,228,247,0.0769230769,1.8289809579,,,
4958,Ingolfur,14,168,182,0.0769230769,1.8289809579,,,
5572,mcflay,12,144,156,0.0769230769,1.8289809579,,,
5598,leopard,11,132,143,0.0769230769,1.8289809579,,,
6197,bartek1991pl,10,120,130,0.0769230769,1.8289809579,,,
6430,dawidoz,9,108,117,0.0769230769,1.8289809579,,,
7097,Insiders,7,84,91,0.0769230769,1.8289809579,,,
7239,twaro,7,84,91,0.0769230769,1.8289809579,,,
7494,Logan00,6,72,78,0.0769230769,1.8289809579,,,
7519,k3rmit,6,72,78,0.0769230769,1.8289809579,,,
7805,1234567894,6,72,78,0.0769230769,1.8289809579,,,
8047,DrutZRuszczkom,6,72,78,0.0769230769,1.8289809579,,,
8436,Julo133,5,60,65,0.0769230769,1.8289809579,,,
8613,slezor,5,60,65,0.0769230769,1.8289809579,,,
8750,malamajkaaa,5,60,65,0.0769230769,1.8289809579,,,
9241,mark123,4,48,52,0.0769230769,1.8289809579,,,
9352,szymek07,4,48,52,0.0769230769,1.8289809579,,,
9444,riizzlaa,4,48,52,0.0769230769,1.8289809579,,,
9525,MacCredens,4,48,52,0.0769230769,1.8289809579,,,
9589,mocher_kg,4,48,52,0.0769230769,1.8289809579,,,
9661,t_i_m,4,48,52,0.0769230769,1.8289809579,,,
9904,conmar,3,36,39,0.0769230769,1.8289809579,,,
9944,ranides,3,36,39,0.0769230769,1.8289809579,,,
10103,watcher,3,36,39,0.0769230769,1.8289809579,,,
10124,jakimek,3,36,39,0.0769230769,1.8289809579,,,
10253,blacha14,3,36,39,0.0769230769,1.8289809579,,,
10499,fsc,3,36,39,0.0769230769,1.8289809579,,,
10686,lucasso,3,36,39,0.0769230769,1.8289809579,,,
10697,kilerpatryk,3,36,39,0.0769230769,1.8289809579,,,
10723,SzakOnil,3,36,39,0.0769230769,1.8289809579,,,
10869,wethamster,3,36,39,0.0769230769,1.8289809579,,,
10883,szebart,3,36,39,0.0769230769,1.8289809579,,,
11320,beta,2,24,26,0.0769230769,1.8289809579,,,
11363,magnees,2,24,26,0.0769230769,1.8289809579,,,
11473,m2c,2,24,26,0.0769230769,1.8289809579,,,
11630,Vernis,2,24,26,0.0769230769,1.8289809579,,,
11802,Czolg,2,24,26,0.0769230769,1.8289809579,,,
11935,koral,2,24,26,0.0769230769,1.8289809579,,,
11967,kazuio,2,24,26,0.0769230769,1.8289809579,,,
12075,ChaldziQ,2,24,26,0.0769230769,1.8289809579,,,
12175,i-pmk,2,24,26,0.0769230769,1.8289809579,,,
12177,precision,2,24,26,0.0769230769,1.8289809579,,,
12185,gloryan,2,24,26,0.0769230769,1.8289809579,,,
12374,orzeszek20,2,24,26,0.0769230769,1.8289809579,,,
12586,ForestJump,2,24,26,0.0769230769,1.8289809579,,,
13049,violapaligaj,2,24,26,0.0769230769,1.8289809579,,,
13074,RISE,2,24,26,0.0769230769,1.8289809579,,,
13138,Alegria,2,24,26,0.0769230769,1.8289809579,,,
13366,zlemzimu,1,12,13,0.0769230769,1.8289809579,,,
13377,proloko,1,12,13,0.0769230769,1.8289809579,,,
13612,mikin,1,12,13,0.0769230769,1.8289809579,,,
13624,boguty,1,12,13,0.0769230769,1.8289809579,,,
13776,kotlet,1,12,13,0.0769230769,1.8289809579,,,
13815,robal,1,12,13,0.0769230769,1.8289809579,,,
13865,enjey,1,12,13,0.0769230769,1.8289809579,,,
13960,d_k_,1,12,13,0.0769230769,1.8289809579,,,
14029,ewter,1,12,13,0.0769230769,1.8289809579,,,
14038,petrix,1,12,13,0.0769230769,1.8289809579,,,
14058,cerix,1,12,13,0.0769230769,1.8289809579,,,
14106,BladaDupa,1,12,13,0.0769230769,1.8289809579,,,
14356,SiReK,1,12,13,0.0769230769,1.8289809579,,,
14466,hadrian,1,12,13,0.0769230769,1.8289809579,,,
14506,ryu420,1,12,13,0.0769230769,1.8289809579,,,
14520,polikura,1,12,13,0.0769230769,1.8289809579,,,
14603,luk21asz,1,12,13,0.0769230769,1.8289809579,,,
14639,sensei,1,12,13,0.0769230769,1.8289809579,,,
14715,eulu,1,12,13,0.0769230769,1.8289809579,,,
14827,Roqaya,1,12,13,0.0769230769,1.8289809579,,,
14843,NoLajf,1,12,13,0.0769230769,1.8289809579,,,
15010,Rosenqvist,1,12,13,0.0769230769,1.8289809579,,,
15312,weronikaszewczuk,1,12,13,0.0769230769,1.8289809579,,,
15368,Spamo,1,12,13,0.0769230769,1.8289809579,,,
15522,zeligov,1,12,13,0.0769230769,1.8289809579,,,
15715,Mido,1,12,13,0.0769230769,1.8289809579,,,
15994,Bonyfreeq,1,12,13,0.0769230769,1.8289809579,,,
16003,uploadertix,1,12,13,0.0769230769,1.8289809579,,,
16223,alimekk,1,12,13,0.0769230769,1.8289809579,,,
16350,agnieszka88,1,12,13,0.0769230769,1.8289809579,,,
16351,eduu,1,12,13,0.0769230769,1.8289809579,,,
16544,pawel911,1,12,13,0.0769230769,1.8289809579,,,
16552,msztukowska,1,12,13,0.0769230769,1.8289809579,,,
16558,gatti,1,12,13,0.0769230769,1.8289809579,,,
16582,Swistak921,1,12,13,0.0769230769,1.8289809579,,,
16626,marioo,1,12,13,0.0769230769,1.8289809579,,,
