id,user,buries,kickouts,sum,ratio,dist,,,
18950,Kargaroth,0,129985,129985,0,1.6868225252,,,
18951,Aradna,0,15798,15798,0,1.6868225252,,,
18952,Morfix,0,14876,14876,0,1.6868225252,,,
18953,X_54,0,13917,13917,0,1.6868225252,,,
18954,Wiceps,0,9310,9310,0,1.6868225252,,,
18955,iniekcja,0,9189,9189,0,1.6868225252,,,
18956,Maxia,0,6042,6042,0,1.6868225252,,,
18957,marcin105,0,5225,5225,0,1.6868225252,,,
18958,platorin,0,3645,3645,0,1.6868225252,,,
18959,matii1986,0,2828,2828,0,1.6868225252,,,
18960,Spoooxy,0,2759,2759,0,1.6868225252,,,
18961,nerv,0,2584,2584,0,1.6868225252,,,
18962,maciek_ssi,0,2575,2575,0,1.6868225252,,,
18963,lejzyhy,0,2539,2539,0,1.6868225252,,,
18964,komar,0,2336,2336,0,1.6868225252,,,
18965,Najki,0,1935,1935,0,1.6868225252,,,
18966,chenoch,0,1712,1712,0,1.6868225252,,,
18967,Velasquez,0,1709,1709,0,1.6868225252,,,
18968,mihu,0,1682,1682,0,1.6868225252,,,
18969,rewolwerowiec5,0,1608,1608,0,1.6868225252,,,
18970,romekkw,0,1552,1552,0,1.6868225252,,,
18971,sivvy,0,1469,1469,0,1.6868225252,,,
18972,djKris,0,1172,1172,0,1.6868225252,,,
18973,gfdyx88,0,1164,1164,0,1.6868225252,,,
18974,pogodrops,0,1103,1103,0,1.6868225252,,,
18975,iness,0,1076,1076,0,1.6868225252,,,
18976,DamSon,0,1070,1070,0,1.6868225252,,,
18977,pawel-de,0,1058,1058,0,1.6868225252,,,
18978,alyszek,0,1048,1048,0,1.6868225252,,,
18979,Superania,0,1046,1046,0,1.6868225252,,,
18980,MrTofu,0,1013,1013,0,1.6868225252,,,
18981,nakadzia,0,987,987,0,1.6868225252,,,
18982,srutututumajtkizdrutu,0,958,958,0,1.6868225252,,,
18983,AmiBolo,0,849,849,0,1.6868225252,,,
18984,ceglik78,0,844,844,0,1.6868225252,,,
18985,Mamut,0,842,842,0,1.6868225252,,,
18986,krokik,0,795,795,0,1.6868225252,,,
18987,rfc,0,792,792,0,1.6868225252,,,
18988,Notabene,0,761,761,0,1.6868225252,,,
18989,Viator,0,754,754,0,1.6868225252,,,
18990,flaj,0,729,729,0,1.6868225252,,,
18991,vermon7,0,701,701,0,1.6868225252,,,
18992,bartix3,0,628,628,0,1.6868225252,,,
18993,haqi,0,620,620,0,1.6868225252,,,
18994,helonek,0,617,617,0,1.6868225252,,,
18995,zgredd,0,611,611,0,1.6868225252,,,
18996,dziubenzo,0,594,594,0,1.6868225252,,,
18997,hovard,0,592,592,0,1.6868225252,,,
18998,WojakWszechmocny,0,592,592,0,1.6868225252,,,
18999,rafau84,0,588,588,0,1.6868225252,,,
19000,soldati,0,587,587,0,1.6868225252,,,
19001,Ikarus,0,579,579,0,1.6868225252,,,
19002,SzwedzkaPompkaDoPowiekszaniaPenisa,0,574,574,0,1.6868225252,,,
19003,onze,0,573,573,0,1.6868225252,,,
19004,picasssss1,0,571,571,0,1.6868225252,,,
19005,kryptofiles,0,570,570,0,1.6868225252,,,
19006,xaban,0,567,567,0,1.6868225252,,,
19007,syncro,0,566,566,0,1.6868225252,,,
19008,KST_,0,559,559,0,1.6868225252,,,
19009,Mariakowski,0,558,558,0,1.6868225252,,,
19010,shadowzero,0,541,541,0,1.6868225252,,,
19011,MarCas,0,535,535,0,1.6868225252,,,
19012,gosia_wro,0,534,534,0,1.6868225252,,,
19013,boro007,0,533,533,0,1.6868225252,,,
19014,boo9,0,530,530,0,1.6868225252,,,
19015,NituS,0,525,525,0,1.6868225252,,,
19016,azienc,0,515,515,0,1.6868225252,,,
19017,davids,0,514,514,0,1.6868225252,,,
19018,Brut_all,0,506,506,0,1.6868225252,,,
19019,budzik,0,503,503,0,1.6868225252,,,
19020,doniaczek88,0,502,502,0,1.6868225252,,,
19021,smorek,0,496,496,0,1.6868225252,,,
19022,agatta,0,494,494,0,1.6868225252,,,
19023,piotrow,0,490,490,0,1.6868225252,,,
19024,maniekm111,0,487,487,0,1.6868225252,,,
19025,sep870,0,485,485,0,1.6868225252,,,
19026,#NAME?,0,48,48,0,1.6868225252,,,
19027,dwinbar,0,479,479,0,1.6868225252,,,
19028,wmiko,0,479,479,0,1.6868225252,,,
19029,tooomek,0,478,478,0,1.6868225252,,,
19030,SlaFF1991,0,474,474,0,1.6868225252,,,
19031,Matthew23,0,467,467,0,1.6868225252,,,
19032,czterdziesci_i_cztery,0,465,465,0,1.6868225252,,,
19033,Offk,0,463,463,0,1.6868225252,,,
19034,mirdaroh,0,456,456,0,1.6868225252,,,
19035,wandaaaa,0,455,455,0,1.6868225252,,,
19036,Sue_92,0,454,454,0,1.6868225252,,,
19037,cougarek,0,451,451,0,1.6868225252,,,
19038,klmm,0,447,447,0,1.6868225252,,,
19039,ch0sen,0,445,445,0,1.6868225252,,,
19040,matwrc,0,436,436,0,1.6868225252,,,
19041,PogryzeWszystko,0,431,431,0,1.6868225252,,,
19042,igus,0,429,429,0,1.6868225252,,,
19043,indiana,0,429,429,0,1.6868225252,,,
19044,irekolczak,0,429,429,0,1.6868225252,,,
19045,iluvcats,0,423,423,0,1.6868225252,,,
19046,londyn123,0,423,423,0,1.6868225252,,,
19047,w0jtek,0,421,421,0,1.6868225252,,,
19048,magdak,0,420,420,0,1.6868225252,,,
19049,apple26,0,417,417,0,1.6868225252,,,
19050,endy,0,417,417,0,1.6868225252,,,
19051,eWiktor,0,414,414,0,1.6868225252,,,
19052,Goodie,0,412,412,0,1.6868225252,,,
19053,mastag,0,412,412,0,1.6868225252,,,
19054,Medtech,0,411,411,0,1.6868225252,,,
19055,jezus155,0,410,410,0,1.6868225252,,,
19056,radious,0,410,410,0,1.6868225252,,,
19057,dark_freak,0,405,405,0,1.6868225252,,,
19058,juju,0,404,404,0,1.6868225252,,,
19059,vakai,0,404,404,0,1.6868225252,,,
19060,marcin,0,403,403,0,1.6868225252,,,
19061,Tsabrak,0,403,403,0,1.6868225252,,,
19062,szogun_,0,401,401,0,1.6868225252,,,
19063,cardona,0,399,399,0,1.6868225252,,,
19064,babalabu,0,397,397,0,1.6868225252,,,
19065,kseon,0,397,397,0,1.6868225252,,,
19066,Daxter,0,396,396,0,1.6868225252,,,
19067,pomek,0,396,396,0,1.6868225252,,,
19068,hejutzn,0,395,395,0,1.6868225252,,,
19069,kaytek_rx4,0,395,395,0,1.6868225252,,,
19070,narcyz,0,393,393,0,1.6868225252,,,
19071,ar3s,0,392,392,0,1.6868225252,,,
19072,warionm,0,390,390,0,1.6868225252,,,
19073,bke,0,389,389,0,1.6868225252,,,
19074,kamildux,0,387,387,0,1.6868225252,,,
19075,lucjano222,0,387,387,0,1.6868225252,,,
19076,caps3l,0,382,382,0,1.6868225252,,,
19077,dzargus,0,381,381,0,1.6868225252,,,
19078,kair89,0,379,379,0,1.6868225252,,,
19079,tymotek,0,371,371,0,1.6868225252,,,
19080,v0y73k,0,371,371,0,1.6868225252,,,
19081,kry20,0,369,369,0,1.6868225252,,,
19082,hannah,0,364,364,0,1.6868225252,,,
19083,t8mi,0,361,361,0,1.6868225252,,,
19084,AdiQue,0,360,360,0,1.6868225252,,,
19085,zolty,0,359,359,0,1.6868225252,,,
19086,AdiN,0,357,357,0,1.6868225252,,,
19087,roberto77,0,355,355,0,1.6868225252,,,
19088,Anula231826,0,354,354,0,1.6868225252,,,
19089,Normak,0,353,353,0,1.6868225252,,,
19090,skorpion82,0,353,353,0,1.6868225252,,,
19091,plimber,0,349,349,0,1.6868225252,,,
19092,Rizzon,0,348,348,0,1.6868225252,,,
19093,podli,0,347,347,0,1.6868225252,,,
19094,samsani,0,347,347,0,1.6868225252,,,
19095,ksi0oze,0,345,345,0,1.6868225252,,,
19096,pawello987,0,345,345,0,1.6868225252,,,
19097,bukos,0,343,343,0,1.6868225252,,,
19098,beszamelka,0,341,341,0,1.6868225252,,,
19099,eRiZ,0,338,338,0,1.6868225252,,,
19100,maithanet,0,334,334,0,1.6868225252,,,
19101,n3ph12y7,0,333,333,0,1.6868225252,,,
19102,Sebastian,0,332,332,0,1.6868225252,,,
19103,pavlick,0,329,329,0,1.6868225252,,,
19104,adam-karol,0,328,328,0,1.6868225252,,,
19105,Sasetka,0,328,328,0,1.6868225252,,,
19106,topesz,0,323,323,0,1.6868225252,,,
19107,HousesWife,0,322,322,0,1.6868225252,,,
19108,pepo,0,321,321,0,1.6868225252,,,
19109,marcinszczepanek,0,319,319,0,1.6868225252,,,
19110,SarHa,0,319,319,0,1.6868225252,,,
19111,sfx-pl,0,315,315,0,1.6868225252,,,
19112,Ereek,0,314,314,0,1.6868225252,,,
19113,WykopPapa,0,313,313,0,1.6868225252,,,
19114,aabb,0,311,311,0,1.6868225252,,,
19115,jkl,0,311,311,0,1.6868225252,,,
19116,Poludnica,0,311,311,0,1.6868225252,,,
19117,wojtek1733,0,311,311,0,1.6868225252,,,
19118,jaszczur,0,308,308,0,1.6868225252,,,
19119,materiia,0,308,308,0,1.6868225252,,,
19120,Maxavelli,0,308,308,0,1.6868225252,,,
19121,Izu,0,306,306,0,1.6868225252,,,
19122,siwaczek,0,306,306,0,1.6868225252,,,
19123,balance,0,305,305,0,1.6868225252,,,
19124,Danielsky,0,304,304,0,1.6868225252,,,
19125,famele,0,300,300,0,1.6868225252,,,
19126,ormin,0,299,299,0,1.6868225252,,,
19127,Lete,0,298,298,0,1.6868225252,,,
19128,zwyczajna,0,297,297,0,1.6868225252,,,
19129,Czekolada,0,296,296,0,1.6868225252,,,
19130,yahooart,0,293,293,0,1.6868225252,,,
19131,CrazzyG,0,292,292,0,1.6868225252,,,
19132,monky,0,292,292,0,1.6868225252,,,
19133,RRRRR,0,291,291,0,1.6868225252,,,
19134,soltysu,0,290,290,0,1.6868225252,,,
19135,byru,0,289,289,0,1.6868225252,,,
19136,pwn,0,286,286,0,1.6868225252,,,
19137,Ewe,0,284,284,0,1.6868225252,,,
19138,marphi,0,284,284,0,1.6868225252,,,
19139,emtrzy,0,283,283,0,1.6868225252,,,
19140,moch,0,283,283,0,1.6868225252,,,
19141,Iamw8in4u,0,280,280,0,1.6868225252,,,
19142,ravenlodz,0,280,280,0,1.6868225252,,,
19143,aeternus,0,279,279,0,1.6868225252,,,
19144,karibe,0,278,278,0,1.6868225252,,,
19145,amrod,0,276,276,0,1.6868225252,,,
19146,Kruk7,0,276,276,0,1.6868225252,,,
19147,Racuszka,0,274,274,0,1.6868225252,,,
19148,kisiel119,0,273,273,0,1.6868225252,,,
19149,punkgrrl,0,271,271,0,1.6868225252,,,
19150,miernik8482,0,268,268,0,1.6868225252,,,
19151,CzerwieCC,0,267,267,0,1.6868225252,,,
19152,lewca,0,266,266,0,1.6868225252,,,
19153,sir_wojtek,0,266,266,0,1.6868225252,,,
19154,PawelP,0,265,265,0,1.6868225252,,,
19155,cruella,0,263,263,0,1.6868225252,,,
19156,nietruj,0,261,261,0,1.6868225252,,,
19157,krzysiekdrozd,0,253,253,0,1.6868225252,,,
19158,Moira,0,253,253,0,1.6868225252,,,
19159,steel8,0,250,250,0,1.6868225252,,,
19160,czeejen,0,249,249,0,1.6868225252,,,
19161,smokarz,0,249,249,0,1.6868225252,,,
19162,padderek,0,247,247,0,1.6868225252,,,
19163,mociek,0,246,246,0,1.6868225252,,,
19164,pawel,0,246,246,0,1.6868225252,,,
19165,cysiek10,0,245,245,0,1.6868225252,,,
19166,marek1234,0,245,245,0,1.6868225252,,,
19167,Madzia0701,0,243,243,0,1.6868225252,,,
19168,othcuk,0,241,241,0,1.6868225252,,,
19169,vron,0,240,240,0,1.6868225252,,,
19170,piczko,0,238,238,0,1.6868225252,,,
19171,Sosna,0,238,238,0,1.6868225252,,,
19172,raxor21,0,236,236,0,1.6868225252,,,
19173,Idex,0,235,235,0,1.6868225252,,,
19174,Piotr,0,234,234,0,1.6868225252,,,
19175,mateo_fts,0,233,233,0,1.6868225252,,,
19176,misiecki,0,231,231,0,1.6868225252,,,
19177,ericdraven,0,230,230,0,1.6868225252,,,
19178,Kamilo_90,0,230,230,0,1.6868225252,,,
19179,kozaczek69,0,230,230,0,1.6868225252,,,
19180,leemc,0,230,230,0,1.6868225252,,,
19181,sejwat,0,230,230,0,1.6868225252,,,
19182,ja_joanna,0,229,229,0,1.6868225252,,,
19183,jakubek,0,229,229,0,1.6868225252,,,
19184,majaaa,0,228,228,0,1.6868225252,,,
19185,BartX,0,227,227,0,1.6868225252,,,
19186,novak666,0,227,227,0,1.6868225252,,,
19187,zelik,0,227,227,0,1.6868225252,,,
19188,anekw,0,226,226,0,1.6868225252,,,
19189,bartek-jp,0,226,226,0,1.6868225252,,,
19190,malyszkz,0,225,225,0,1.6868225252,,,
19191,koczownik,0,223,223,0,1.6868225252,,,
19192,motivo,0,223,223,0,1.6868225252,,,
19193,nangarok,0,222,222,0,1.6868225252,,,
19194,Wrathis,0,222,222,0,1.6868225252,,,
19195,daimos,0,221,221,0,1.6868225252,,,
19196,Chrisu,0,220,220,0,1.6868225252,,,
19197,elvirka_gandzia,0,220,220,0,1.6868225252,,,
19198,Hadret,0,220,220,0,1.6868225252,,,
19199,micra,0,220,220,0,1.6868225252,,,
19200,rzy,0,220,220,0,1.6868225252,,,
19201,Soviet,0,220,220,0,1.6868225252,,,
19202,Fulgrim,0,219,219,0,1.6868225252,,,
19203,mm_44,0,219,219,0,1.6868225252,,,
19204,bucik-sb,0,218,218,0,1.6868225252,,,
19205,Kabotyn,0,218,218,0,1.6868225252,,,
19206,marta_wiga,0,218,218,0,1.6868225252,,,
19207,r2r2,0,218,218,0,1.6868225252,,,
19208,smallshake,0,218,218,0,1.6868225252,,,
19209,Koojav,0,217,217,0,1.6868225252,,,
19210,gradusnikov,0,216,216,0,1.6868225252,,,
19211,moni-makaroni,0,216,216,0,1.6868225252,,,
19212,kndr,0,214,214,0,1.6868225252,,,
19213,mkomor,0,214,214,0,1.6868225252,,,
19214,Sabistik,0,214,214,0,1.6868225252,,,
19215,Ezechiel,0,213,213,0,1.6868225252,,,
19216,Mardok8,0,213,213,0,1.6868225252,,,
19217,talen,0,213,213,0,1.6868225252,,,
19218,kwiatyn,0,212,212,0,1.6868225252,,,
19219,PatrykZuch,0,212,212,0,1.6868225252,,,
19220,pffy,0,212,212,0,1.6868225252,,,
19221,chuchu91,0,210,210,0,1.6868225252,,,
19222,janek_kloss,0,209,209,0,1.6868225252,,,
19223,Magdalenka0701,0,209,209,0,1.6868225252,,,
19224,MasterGrubaster,0,209,209,0,1.6868225252,,,
19225,cziken666,0,208,208,0,1.6868225252,,,
19226,vilebender,0,208,208,0,1.6868225252,,,
19227,agawa61,0,206,206,0,1.6868225252,,,
19228,Beliaal,0,206,206,0,1.6868225252,,,
19229,nowak666,0,206,206,0,1.6868225252,,,
19230,bbb,0,204,204,0,1.6868225252,,,
19231,fidelio,0,203,203,0,1.6868225252,,,
19232,groupie,0,203,203,0,1.6868225252,,,
19233,pr0h4x0r,0,203,203,0,1.6868225252,,,
19234,rycerka,0,203,203,0,1.6868225252,,,
19235,sebas86,0,203,203,0,1.6868225252,,,
19236,agatkaaa,0,202,202,0,1.6868225252,,,
19237,cysiutbg,0,202,202,0,1.6868225252,,,
19238,szary_plaszcz,0,202,202,0,1.6868225252,,,
19239,hek4te,0,201,201,0,1.6868225252,,,
19240,flim,0,200,200,0,1.6868225252,,,
19241,wojetek84,0,200,200,0,1.6868225252,,,
19242,FrostBite,0,197,197,0,1.6868225252,,,
19243,grzmelec,0,197,197,0,1.6868225252,,,
19244,Kaliopee,0,196,196,0,1.6868225252,,,
19245,kubakuba,0,195,195,0,1.6868225252,,,
19246,luzrak04,0,195,195,0,1.6868225252,,,
19247,Sieq,0,195,195,0,1.6868225252,,,
19248,Tofikfr,0,195,195,0,1.6868225252,,,
19249,endriu1984,0,194,194,0,1.6868225252,,,
19250,Mivan,0,194,194,0,1.6868225252,,,
19251,pyromaniac,0,192,192,0,1.6868225252,,,
19252,dziadek64,0,191,191,0,1.6868225252,,,
19253,NiumeN,0,191,191,0,1.6868225252,,,
19254,BillyB,0,190,190,0,1.6868225252,,,
19255,hajuken,0,190,190,0,1.6868225252,,,
19256,wiadom,0,190,190,0,1.6868225252,,,
19257,frezer,0,189,189,0,1.6868225252,,,
19258,Illuminati,0,189,189,0,1.6868225252,,,
19259,Blue_ButterFly,0,188,188,0,1.6868225252,,,
19260,eweeta,0,188,188,0,1.6868225252,,,
19261,j_cechowska,0,188,188,0,1.6868225252,,,
19262,pszczoolka,0,188,188,0,1.6868225252,,,
19263,ewabarbara,0,187,187,0,1.6868225252,,,
19264,mrosiak17,0,187,187,0,1.6868225252,,,
19265,green,0,186,186,0,1.6868225252,,,
19266,Kasiek91,0,186,186,0,1.6868225252,,,
19267,Lenin,0,186,186,0,1.6868225252,,,
19268,qbaswiety,0,186,186,0,1.6868225252,,,
19269,Damianoss,0,185,185,0,1.6868225252,,,
19270,endriusu,0,185,185,0,1.6868225252,,,
19271,wolditm,0,185,185,0,1.6868225252,,,
19272,goha,0,184,184,0,1.6868225252,,,
19273,loginna,0,184,184,0,1.6868225252,,,
19274,Mortal84,0,184,184,0,1.6868225252,,,
19275,Solo,0,184,184,0,1.6868225252,,,
19276,corteo,0,183,183,0,1.6868225252,,,
19277,gwidon,0,182,182,0,1.6868225252,,,
19278,dziarski,0,181,181,0,1.6868225252,,,
19279,netbiel,0,181,181,0,1.6868225252,,,
19280,integrum,0,180,180,0,1.6868225252,,,
19281,niXon1,0,180,180,0,1.6868225252,,,
19282,pko88,0,180,180,0,1.6868225252,,,
19283,x-go,0,180,180,0,1.6868225252,,,
19284,honori,0,179,179,0,1.6868225252,,,
19285,ledear,0,179,179,0,1.6868225252,,,
19286,amarel,0,178,178,0,1.6868225252,,,
19287,0xff,0,177,177,0,1.6868225252,,,
19288,goliat_pl,0,177,177,0,1.6868225252,,,
19289,kogutm,0,177,177,0,1.6868225252,,,
19290,reuterpl,0,177,177,0,1.6868225252,,,
19291,soniq_e,0,177,177,0,1.6868225252,,,
19292,magicznamoc,0,176,176,0,1.6868225252,,,
19293,seksi,0,176,176,0,1.6868225252,,,
19294,fredi,0,175,175,0,1.6868225252,,,
19295,hehosz,0,175,175,0,1.6868225252,,,
19296,K4rPIu,0,175,175,0,1.6868225252,,,
19297,piootrek10,0,175,175,0,1.6868225252,,,
19298,Toz,0,175,175,0,1.6868225252,,,
19299,Gilmore,0,174,174,0,1.6868225252,,,
19300,fl_magda,0,173,173,0,1.6868225252,,,
19301,rafi23,0,173,173,0,1.6868225252,,,
19302,ree,0,173,173,0,1.6868225252,,,
19303,ggorzki,0,172,172,0,1.6868225252,,,
19304,heavenly,0,172,172,0,1.6868225252,,,
19305,Quapil,0,172,172,0,1.6868225252,,,
19306,al3x,0,170,170,0,1.6868225252,,,
19307,Astil,0,170,170,0,1.6868225252,,,
19308,chaseme,0,170,170,0,1.6868225252,,,
19309,MaaaR,0,170,170,0,1.6868225252,,,
19310,Raven,0,170,170,0,1.6868225252,,,
19311,slade13,0,170,170,0,1.6868225252,,,
19312,_MARTA_,0,168,168,0,1.6868225252,,,
19313,m-l-e-k-o,0,168,168,0,1.6868225252,,,
19314,oo-oo-oo,0,168,168,0,1.6868225252,,,
19315,yanmi,0,168,168,0,1.6868225252,,,
19316,golffff,0,167,167,0,1.6868225252,,,
19317,6283879,0,165,165,0,1.6868225252,,,
19318,ghost8,0,165,165,0,1.6868225252,,,
19319,dood,0,164,164,0,1.6868225252,,,
19320,okacv,0,164,164,0,1.6868225252,,,
19321,pavlinio,0,164,164,0,1.6868225252,,,
19322,SackOfEmotions,0,164,164,0,1.6868225252,,,
19323,k-ina,0,162,162,0,1.6868225252,,,
19324,kajussia,0,162,162,0,1.6868225252,,,
19325,kokpit,0,162,162,0,1.6868225252,,,
19326,Rurzowy_Rzufff,0,162,162,0,1.6868225252,,,
19327,waleq,0,162,162,0,1.6868225252,,,
19328,zarazek,0,162,162,0,1.6868225252,,,
19329,kimona,0,161,161,0,1.6868225252,,,
19330,Kornflejk,0,161,161,0,1.6868225252,,,
19331,Topic,0,161,161,0,1.6868225252,,,
19332,Albin,0,160,160,0,1.6868225252,,,
19333,Madzialena,0,160,160,0,1.6868225252,,,
19334,nemo,0,160,160,0,1.6868225252,,,
19335,Sam-kun,0,160,160,0,1.6868225252,,,
19336,depress_wist,0,159,159,0,1.6868225252,,,
19337,lewar,0,159,159,0,1.6868225252,,,
19338,monikapf,0,159,159,0,1.6868225252,,,
19339,pudzian5,0,159,159,0,1.6868225252,,,
19340,agresor,0,158,158,0,1.6868225252,,,
19341,gryka,0,158,158,0,1.6868225252,,,
19342,stefanx,0,158,158,0,1.6868225252,,,
19343,formit04,0,157,157,0,1.6868225252,,,
19344,jasiu12,0,157,157,0,1.6868225252,,,
19345,zbiju,0,157,157,0,1.6868225252,,,
19346,Bad_Sector,0,156,156,0,1.6868225252,,,
19347,bugaj,0,156,156,0,1.6868225252,,,
19348,Divayth,0,156,156,0,1.6868225252,,,
19349,bartekmw,0,155,155,0,1.6868225252,,,
19350,endel,0,155,155,0,1.6868225252,,,
19351,Malootki,0,155,155,0,1.6868225252,,,
19352,Sir_Dagon,0,155,155,0,1.6868225252,,,
19353,szefoo,0,155,155,0,1.6868225252,,,
19354,itzg,0,154,154,0,1.6868225252,,,
19355,lobo997,0,154,154,0,1.6868225252,,,
19356,Milten,0,154,154,0,1.6868225252,,,
19357,pavlosh,0,154,154,0,1.6868225252,,,
19358,storkx,0,154,154,0,1.6868225252,,,
19359,anadrzejz,0,153,153,0,1.6868225252,,,
19360,nasturian,0,153,153,0,1.6868225252,,,
19361,Bartoszzz,0,152,152,0,1.6868225252,,,
19362,dddddd,0,152,152,0,1.6868225252,,,
19363,stella571,0,152,152,0,1.6868225252,,,
19364,AneciaBuziak_,0,151,151,0,1.6868225252,,,
19365,Davidzios,0,151,151,0,1.6868225252,,,
19366,kala2505,0,151,151,0,1.6868225252,,,
19367,kubast,0,150,150,0,1.6868225252,,,
19368,ythester,0,150,150,0,1.6868225252,,,
19369,asteriksks,0,149,149,0,1.6868225252,,,
19370,Katarzynanp,0,149,149,0,1.6868225252,,,
19371,freeze33,0,148,148,0,1.6868225252,,,
19372,husy_9,0,148,148,0,1.6868225252,,,
19373,pazdzioh,0,148,148,0,1.6868225252,,,
19374,abdul123,0,147,147,0,1.6868225252,,,
19375,darkolive,0,147,147,0,1.6868225252,,,
19376,grzybu,0,147,147,0,1.6868225252,,,
19377,Megayra,0,147,147,0,1.6868225252,,,
19378,nethaber,0,147,147,0,1.6868225252,,,
19379,czekoladka_milka,0,146,146,0,1.6868225252,,,
19380,Dami,0,146,146,0,1.6868225252,,,
19381,inny,0,145,145,0,1.6868225252,,,
19382,martynam,0,145,145,0,1.6868225252,,,
19383,piotr5434,0,145,145,0,1.6868225252,,,
19384,tatar2x,0,145,145,0,1.6868225252,,,
19385,Kensho,0,144,144,0,1.6868225252,,,
19386,koolio7,0,144,144,0,1.6868225252,,,
19387,niedejsie,0,144,144,0,1.6868225252,,,
19388,nylon,0,143,143,0,1.6868225252,,,
19389,reckoner,0,143,143,0,1.6868225252,,,
19390,Reed17,0,143,143,0,1.6868225252,,,
19391,wyspapl,0,143,143,0,1.6868225252,,,
19392,eXcalibur,0,142,142,0,1.6868225252,,,
19393,dirt77,0,141,141,0,1.6868225252,,,
19394,evilblade,0,141,141,0,1.6868225252,,,
19395,KeiON,0,141,141,0,1.6868225252,,,
19396,johnyB,0,140,140,0,1.6868225252,,,
19397,Lapa,0,140,140,0,1.6868225252,,,
19398,maatzey,0,140,140,0,1.6868225252,,,
19399,nardius,0,140,140,0,1.6868225252,,,
19400,nestor,0,140,140,0,1.6868225252,,,
19401,rufus1987,0,140,140,0,1.6868225252,,,
19402,moskito,0,139,139,0,1.6868225252,,,
19403,ronnie86,0,139,139,0,1.6868225252,,,
19404,0ko15,0,138,138,0,1.6868225252,,,
19405,Aquero,0,138,138,0,1.6868225252,,,
19406,hardcorebaby,0,138,138,0,1.6868225252,,,
19407,maciekl,0,138,138,0,1.6868225252,,,
19408,shwungistka,0,138,138,0,1.6868225252,,,
19409,Toshiro,0,138,138,0,1.6868225252,,,
19410,traffic,0,138,138,0,1.6868225252,,,
19411,Vevrax,0,138,138,0,1.6868225252,,,
19412,alfca18,0,137,137,0,1.6868225252,,,
19413,astapoland,0,137,137,0,1.6868225252,,,
19414,ekhil,0,137,137,0,1.6868225252,,,
19415,greatbelow,0,137,137,0,1.6868225252,,,
19416,madzia19888,0,137,137,0,1.6868225252,,,
19417,microbi,0,137,137,0,1.6868225252,,,
19418,pili_paula,0,137,137,0,1.6868225252,,,
19419,redmad,0,137,137,0,1.6868225252,,,
19420,PiesekOne,0,136,136,0,1.6868225252,,,
19421,clu,0,135,135,0,1.6868225252,,,
19422,kamelianos,0,135,135,0,1.6868225252,,,
19423,killer87,0,135,135,0,1.6868225252,,,
19424,roxy_,0,135,135,0,1.6868225252,,,
19425,cool,0,134,134,0,1.6868225252,,,
19426,Froto,0,134,134,0,1.6868225252,,,
19427,laik,0,134,134,0,1.6868225252,,,
19428,majne,0,134,134,0,1.6868225252,,,
19429,riklaunim,0,134,134,0,1.6868225252,,,
19430,broock,0,133,133,0,1.6868225252,,,
19431,heireann,0,133,133,0,1.6868225252,,,
19432,konrad_st,0,133,133,0,1.6868225252,,,
19433,ramirez_vip,0,133,133,0,1.6868225252,,,
19434,tornado_24,0,133,133,0,1.6868225252,,,
19435,mibar,0,132,132,0,1.6868225252,,,
19436,Anatejms,0,131,131,0,1.6868225252,,,
19437,tomm,0,131,131,0,1.6868225252,,,
19438,bakcylus123,0,130,130,0,1.6868225252,,,
19439,pantadam,0,130,130,0,1.6868225252,,,
19440,alchemic,0,129,129,0,1.6868225252,,,
19441,jigaman,0,129,129,0,1.6868225252,,,
19442,kruku,0,129,129,0,1.6868225252,,,
19443,mkrass,0,129,129,0,1.6868225252,,,
19444,Musztard,0,129,129,0,1.6868225252,,,
19445,szczypior,0,129,129,0,1.6868225252,,,
19446,Charlie86,0,128,128,0,1.6868225252,,,
19447,MatH,0,128,128,0,1.6868225252,,,
19448,nearshore,0,128,128,0,1.6868225252,,,
19449,omichal,0,128,128,0,1.6868225252,,,
19450,themback,0,128,128,0,1.6868225252,,,
19451,drutex,0,127,127,0,1.6868225252,,,
19452,ephp,0,127,127,0,1.6868225252,,,
19453,rav00,0,127,127,0,1.6868225252,,,
19454,SteffK,0,127,127,0,1.6868225252,,,
19455,dzdzc,0,126,126,0,1.6868225252,,,
19456,emka,0,126,126,0,1.6868225252,,,
19457,evilmonkey,0,126,126,0,1.6868225252,,,
19458,jurg,0,126,126,0,1.6868225252,,,
19459,karlo,0,126,126,0,1.6868225252,,,
19460,Klotzmann,0,126,126,0,1.6868225252,,,
19461,malinowski,0,126,126,0,1.6868225252,,,
19462,Pug,0,126,126,0,1.6868225252,,,
19463,tomaq,0,126,126,0,1.6868225252,,,
19464,Traumatic,0,126,126,0,1.6868225252,,,
19465,anneeka,0,125,125,0,1.6868225252,,,
19466,bazzket,0,125,125,0,1.6868225252,,,
19467,justa1984,0,125,125,0,1.6868225252,,,
19468,maciek930,0,125,125,0,1.6868225252,,,
19469,Majzol,0,125,125,0,1.6868225252,,,
19470,morphix,0,125,125,0,1.6868225252,,,
19471,tauku,0,125,125,0,1.6868225252,,,
19472,agooha88,0,124,124,0,1.6868225252,,,
19473,Fajrantboy,0,124,124,0,1.6868225252,,,
19474,keller,0,124,124,0,1.6868225252,,,
19475,luktom,0,123,123,0,1.6868225252,,,
19476,zone,0,123,123,0,1.6868225252,,,
19477,Metternich,0,122,122,0,1.6868225252,,,
